Season,Club,First Name,Last Name,Position,Total Compensation,Base Salary
2017,CLB,Pedro,Santos,M,"$731,000 ","$684,000 "
2017,ATL,Carlos,Carmona,M,"$725,000 ","$675,000 "
2017,LA,Jermaine,Jones,M,"$722,500 ","$600,000 "
2017,MTL,Matteo,Mancosu,F,"$719,542 ","$700,000 "
2017,CHI,,Juninho,M,"$716,675 ","$700,008 "
2017,RSL,Marcelo,Silva,D,"$711,875 ","$675,000 "
2017,TFC,VicTFC,Vazquez,M,"$700,000 ","$630,000 "
2017,HOU,Erick,Torres,F,"$695,000 ","$650,000 "
2017,VAN,Brek,Shea,M-D,"$670,000 ","$625,000 "
2017,ORL,Dom,Dwyer,F,"$668,750 ","$550,000 "
2017,MTL,Laurent,Ciman,D,"$661,667 ","$630,000 "
2017,NE,Krisztian,Nemeth,F,"$654,867 ","$547,200 "
2017,NE,Benjamin,Angoua,D,"$654,333 ","$600,000 "
2017,LA,Michael,Ciani,D,"$620,000 ","$600,000 "
2017,POR,Liam,Ridgewell,D,"$615,000 ","$615,000 "
2017,ORL,Jonathan,Spector,D,"$611,934 ","$549,996 "
2017,RSL,Joao,Plata,F,"$608,333 ","$450,000 "
2017,DC,Luciano,Acosta,M-F,"$602,000 ","$500,000 "
2017,CLB,Gaston,Sauro,D,"$601,313 ","$585,000 "
2017,KC,Benny,Feilhaber,M,"$600,000 ","$600,000 "
2017,ORL,Yoshimar,Yotun,M,"$599,996 ","$549,996 "
2017,KC,Gerso,Fernandes,M-F,"$591,258 ","$550,008 "
2017,LA,Gyasi,Zardes,F,"$577,500 ","$577,500 "
2017,CHI,Johan,Kappelhof,D,"$570,000 ","$530,000 "
2017,ATL,Chris,McCann,M,"$568,000 ","$540,000 "
2017,POR,Darlington,Nagbe,M/F,"$565,000 ","$550,000 "
2017,CHI,Michael,De Leeuw,F,"$564,213 ","$500,000 "
2017,DAL,Maximiliano,Urruti,F,"$560,000 ","$300,000 "
2017,MNUFC,Vadim,Demidov,D,"$555,008 ","$550,008 "
2017,VAN,Yordy,Reyna,M-F,"$533,700 ","$440,000 "
2017,POR,Diego,Chara,M,"$522,000 ","$500,000 "
2017,SJ,Jahmir,Hyka,M,"$520,004 ","$470,004 "
2017,PHI,,Ilsinho,M,"$518,333 ","$470,000 "
2017,SJ,Florian,Jungwirth,D-M,"$516,667 ","$450,000 "
2017,SEA,Roman,Torres,D,"$508,813 ","$433,000 "
2017,PHI,Jay,Simpson,F,"$508,333 ","$465,000 "
2017,PHI,Haris,Medunjanin,M,"$505,008 ","$460,008 "
2017,SJ,Danny,Hoesen,F,"$503,129 ","$425,004 "
2017,NE,Juan,Agudelo,F,"$502,500 ","$475,000 "
2017,NE,Lee,Nguyen,M,"$500,000 ","$500,000 "
2017,NYRB,Gonzalo,Veron,M-F,"$500,000 ","$500,000 "
2017,DC,Steven,Birnbaum,D,"$499,996 ","$474,996 "
2017,HOU,Tomas,Martinez,M,"$497,925 ","$315,000 "
2017,CLB,Ola,Kamara,F,"$482,500 ","$450,000 "
2017,POR,Larrys,Mabiala,D,"$480,917 ","$431,667 "
2017,NYRB,Daniel,Royer,M,"$471,667 ","$450,000 "
2017,COL,Stefan,Aigner,M,"$470,885 ","$425,000 "
2017,RSL,Nick,Rimando,GK,"$470,000 ","$450,000 "
2017,SEA,Kelvin,Leerdam,D,"$455,640 ","$380,640 "
2017,NYRB,Aurelien,Collin,D,"$450,000 ","$450,000 "
2017,ORL,Will,Johnson,M,"$450,000 ","$414,000 "
2017,MTL,Ignacio,Piatti,M,"$450,000 ","$450,000 "
2017,PHI,Chris,Pontius,M-F,"$431,000 ","$400,000 "
2017,NYRB,Luis,Robles,GK,"$430,000 ","$430,000 "
2017,DC,Marcelo,Sarvas,M,"$425,000 ","$360,000 "
2017,DAL,Matt,Hedges,D,"$424,996 ","$399,996 "
2017,HOU,Alberth,Elis,F,"$423,000 ","$423,000 "
2017,ATL,Kenwyne,Jones,F,"$413,333 ","$390,000 "
2017,CHI,Dax,McCarty,M,"$412,500 ","$400,000 "
2017,MTL,Andres,Romero,M,"$405,000 ","$245,000 "
2017,MNUFC,Kevin,Molino,M,"$402,504 ","$350,004 "
2017,ATL,Brad,Guzan,GK,"$400,008 ","$340,008 "
2017,NE,Antonio,Mlinar Delamea,D,"$400,008 ","$400,008 "
2017,DC,Bill,Hamid,GK,"$395,500 ","$350,000 "
2017,PHI,Roland,Alberg,M,"$394,250 ","$345,000 "
2017,MNUFC,Christian,Ramirez,M,"$392,504 ","$350,004 "
2017,DAL,Cristian,Colman,F,"$385,000 ","$300,000 "
2017,NYRB,Felipe,Martins,M,"$385,000 ","$385,000 "
2017,NYCFC,Maxime,Chanot,D,"$383,000 ","$350,000 "
2017,NYCFC,Alexander,Ring,M,"$381,667 ","$340,000 "
2017,VAN,David,Ousted,GK,"$378,933 ","$360,000 "
2017,LA,Ashley,Cole,D,"$377,625 ","$350,000 "
2017,VAN,Cristian,Techera,M,"$377,000 ","$352,000 "
2017,RSL,Jefferson,Savarino,F,"$376,188 ","$352,500 "
2017,ORL,Carlos,Rivas,M,"$375,000 ","$375,000 "
2017,HOU,Ricardo,Clark,M,"$372,660 ","$335,160 "
2017,VAN,Kendall,Waston,D,"$368,125 ","$350,000 "
2017,SEA,Chad,Marshall,D,"$366,250 ","$350,000 "
2017,HOU,DaMarcus,Beasley,D,"$351,008 ","$316,008 "
2017,DC,Paul,Arriola,M,"$350,000 ","$336,000 "
2017,CLB,Wil,Trapp,M,"$350,000 ","$300,000 "
2017,DAL,Maynor,Figueroa,D,"$343,333 ","$320,000 "
2017,COL,Bismark,Adjei-Boateng,M,"$341,246 ","$300,000 "
2017,SEA,Brad,Evans,D-M,"$338,501 ","$300,000 "
2017,DC,Deshorn,Brown,F,"$337,329 ","$264,996 "
2017,DAL,Anibal,Chala,D,"$333,000 ","$250,000 "
2017,MNUFC,Francisco,Calvo,D,"$330,844 ","$300,000 "
2017,MTL,Dominic,Oduro,F,"$330,000 ","$330,000 "
2017,CLB,Justin,Meram,M,"$328,750 ","$300,000 "
2017,CHI,Luis,Solignac,F,"$328,312 ","$275,000 "
2017,SEA,Will,Bruin,F,"$326,667 ","$325,000 "
2017,ATL,Michael,Parkhurst,D,"$325,008 ","$325,008 "
2017,LA,Jack,McInerney,F,"$325,000 ","$325,000 "
2017,ORL,Dillon,Powers,M,"$325,000 ","$295,000 "
2017,MNUFC,Sam,Cronin,M,"$324,750 ","$300,000 "
2017,MTL,Deian,Boldor,D,"$324,000 ","$324,000 "
2017,MNUFC,Miguel,Ibarra,M,"$322,326 ","$290,004 "
2017,NYCFC,Frederic,Brilliant,D,"$319,667 ","$280,000 "
2017,POR,Darren,Mattocks,F,"$316,667 ","$300,000 "
2017,NYRB,Gideon,Baah,D,"$315,500 ","$230,000 "
2017,DAL,Javier,Morales,M,"$315,000 ","$300,000 "
2017,VAN,Tony,Tchani,M,"$308,333 ","$275,000 "
2017,KC,Ilie,Sanchez,M,"$305,000 ","$300,000 "
2017,TFC,Chris,Mavinga,D,"$300,692 ","$265,008 "
2017,SJ,Harold,Cummings,D,"$300,663 ","$249,996 "
2017,PHI,CJ,Sapong,F,"$300,000 ","$300,000 "
2017,CLB,Harrison,Afful,D,"$296,667 ","$280,000 "
2017,MNUFC,Ethan,Finlay,M,"$290,000 ","$290,000 "
2017,SJ,Marco,Urena,F,"$289,421 ","$275,004 "
2017,MTL,Hernan,Bernardello,M,"$288,000 ","$288,000 "
2017,ORL,Cristian,Higuita,M,"$286,667 ","$150,000 "
2017,ATL,Leandro,Gonzalez Pirez,D,"$285,008 ","$250,008 "
2017,DC,Sean,Franklin,D,"$283,756 ","$258,756 "
2017,MNUFC,Sam,Nicholson,M,"$281,456 ","$235,008 "
2017,DAL,Kellyn,Acosta,M,"$280,000 ","$260,000 "
2017,DC,Chris,Rolfe,F,"$275,000 ","$275,000 "
2017,SJ,Quincy,Amarikwa,F,"$270,167 ","$256,500 "
2017,CHI,Jorge Rodrigo,Bava,GK,"$267,133 ","$240,000 "
2017,HOU,Juan David,Cabezas,M,"$267,000 ","$243,000 "
2017,SJ,Victor,Bernardez,D,"$266,600 ","$225,000 "
2017,TFC,Steven,Beitashour,D,"$264,000 ","$250,000 "
2017,NE,Andrew,Farrell,D,"$263,600 ","$182,600 "
2017,TFC,Drew,Moor,D,"$261,750 ","$246,750 "
2017,NYCFC,Jefferson,Mena,D,"$261,400 ","$250,000 "
2017,ATL,Bobby,Boswell,D,"$260,000 ","$260,000 "
2017,NE,Teal,Bunbury,F,"$260,000 ","$215,000 "
2017,MTL,Victor,Cabrera,D,"$260,000 ","$260,000 "
2017,MTL,Marco,Donadel,M,"$257,328 ","$72,000 "
2017,SJ,Marvell,Wynne,D,"$257,058 ","$245,808 "
2017,NYRB,Muhamed,Keita,F,"$256,401 ","$200,012 "
2017,SEA,Stefan,Frei,GK,"$256,250 ","$250,000 "
2017,SJ,Anibal,Godoy,M,"$256,242 ","$229,992 "
2017,MTL,Hassoun,Camara,D,"$255,000 ","$255,000 "
2017,DC,Nick,DeLeon,M,"$255,000 ","$255,000 "
2017,VAN,Christian,Bolanos,M,"$253,500 ","$250,000 "
2017,RSL,Stephen,Sunday,M,"$253,000 ","$240,000 "
2017,HOU,AJ,DeLaGarza,D,"$252,500 ","$250,000 "
2017,CLB,Waylon,Francis,D,"$251,875 ","$227,500 "
2017,DC,Patrick,Nyarko,F-M,"$250,750 ","$235,000 "
2017,DC,Lloyd,Sam,M-F,"$250,000 ","$240,000 "
2017,SJ,Darwin,Ceren,M,"$249,375 ","$200,000 "
2017,HOU,Boniek,Garcia,M,"$247,500 ","$225,000 "
2017,RSL,Justen,Glad,D,"$246,700 ","$225,000 "
2017,POR,Vytautas,Andriuskevicius,D,"$244,375 ","$222,500 "
2017,LA,Sebastian,Lletget,M,"$242,667 ","$230,000 "
2017,HOU,Philippe,Senderos,D,"$242,500 ","$225,000 "
2017,MNUFC,Michael,Boxall,D,"$242,333 ","$225,000 "
2017,ORL,Scott,Sutter,D,"$240,000 ","$240,000 "
2017,SEA,Jordan,Morris,F,"$237,500 ","$225,000 "
2017,LA,Robbie,Rogers,M,"$233,500 ","$225,000 "
2017,CHI,John,Goossens,M,"$233,333 ","$230,000 "
2017,RSL,Anthony,Beltran,D,"$230,950 ","$220,000 "
2017,MNUFC,Collen,Warner,M,"$230,004 ","$230,004 "
2017,NE,Kelyn,Rowe,M,"$230,000 ","$165,000 "
2017,MNUFC,Johan,Venegas,M,"$227,500 ","$215,000 "
2017,TFC,Justin,Morrow,D,"$226,667 ","$210,000 "
2017,DAL,Hernan,Grana,D,"$225,500 ","$200,000 "
2017,MNUFC,Rasmus,Schuller,M,"$225,004 ","$200,004 "
2017,NYCFC,Sean,Johnson,GK,"$220,008 ","$220,008 "
2017,NYCFC,Rodney,Wallace,M,"$220,000 ","$220,000 "
2017,KC,Diego,Rubio Kostner,F,"$218,875 ","$202,000 "
2017,HOU,Adolfo,Machado,D,"$216,504 ","$200,004 "
2017,ORL,Jose,Aja,D,"$216,000 ","$216,000 "
2017,LA,Pele,Van Anholt,D,"$216,000 ","$216,000 "
2017,HOU,Mauro,Manotas,F,"$215,746 ","$215,746 "
2017,HOU,Romell,Quioto,F,"$212,504 ","$200,004 "
2017,VAN,Ali,Ghazal,D-M,"$212,367 ","$86,800 "
2017,TFC,Clint,Irwin,GK,"$211,317 ","$200,004 "
2017,MNUFC,,Ibson,M,"$210,337 ","$200,004 "
2017,MNUFC,Jerome,Thiesson,D,"$210,167 ","$171,000 "
2017,TFC,Marco,Delgado,M,"$210,000 ","$210,000 "
2017,HOU,Andrew,Wenger,M,"$210,000 ","$210,000 "
2017,RSL,Luis,Silva,M-F,"$208,671 ","$200,004 "
2017,NYRB,Kemar,Lawrence,D,"$205,600 ","$100,000 "
2017,DAL,Walker,Zimmerman,D,"$205,000 ","$205,000 "
2017,HOU,Eric,Alexander,M,"$203,750 ","$190,000 "
2017,NYCFC,Alexander,Callens,D,"$203,333 ","$180,000 "
2017,SEA,Lamar,Neagle,M-F,"$202,833 ","$200,000 "
2017,TFC,Armando,Cooper,M,"$202,333 ","$189,000 "
2017,TFC,Jonathan,Osorio,M,"$200,237 ","$191,763 "
2017,DAL,Michael,Barrios,M,"$200,000 ","$200,000 "
2017,NYCFC,Ronald,Matarrita,D,"$200,000 ","$175,000 "
2017,KC,Soni,Mustivar,M,"$200,000 ","$200,000 "
2017,SJ,David,Bingham,GK,"$197,750 ","$190,000 "
2017,ATL,Miles,Robinson,D,"$195,000 ","$125,000 "
2017,VAN,Russell,Teibert,M,"$194,000 ","$126,500 "
2017,PHI,Joshua,Yaro,D,"$194,000 ","$130,000 "
2017,COL,Joshua,Gatt,M,"$193,508 ","$175,008 "
2017,TFC,Tosaint,Ricketts,F,"$193,167 ","$180,000 "
2017,ORL,Cyle,Larin,F,"$192,000 ","$150,000 "
2017,POR,David,Guzman,M,"$188,337 ","$185,004 "
2017,NYRB,Mike,Grella,F,"$188,250 ","$186,000 "
2017,POR,Amobi,Okugo,D-M,"$187,942 ","$65,004 "
2017,PHI,Andre,Blake,GK,"$186,500 ","$148,500 "
2017,HOU,Tyler,Deric,GK,"$185,000 ","$185,000 "
2017,NYCFC,Thomas,McNamara,M,"$185,000 ","$185,000 "
2017,SJ,Shea,Salinas,M,"$185,000 ","$185,000 "
2017,VAN,Sheanon,Williams,D,"$184,000 ","$175,000 "
2017,VAN,David,Edgar,D,"$183,833 ","$175,000 "
2017,ATL,Tyrone,Mears,D,"$183,756 ","$183,756 "
2017,NE,Diego,Fagundez,M,"$180,000 ","$160,000 "
2017,COL,Alan,Gordon,F,"$180,000 ","$180,000 "
2017,VAN,Jordan,Harvey,D,"$180,000 ","$180,000 "
2017,KC,Cristian,Lobato,M,"$180,000 ","$180,000 "
2017,CHI,David,Arshakyan,F,"$178,850 ","$156,000 "
2017,RSL,Jordan,Allen,M,"$178,000 ","$178,000 "
2017,MNUFC,Abu,Danladi,F,"$176,000 ","$125,000 "
2017,SJ,Jackson,Yueill,M,"$175,992 ","$124,992 "
2017,ATL,Jeff,Larentowicz,M,"$175,008 ","$175,008 "
2017,NYRB,Damien,Perrinelle,D,"$175,008 ","$175,008 "
2017,NYRB,Dilly,Duka,M,"$175,000 ","$175,000 "
2017,LA,Baggio,Husidic,M,"$175,000 ","$175,000 "
2017,VAN,Andrew,Jacobson,M,"$175,000 ","$150,000 "
2017,VAN,Aaron,Maund,D,"$174,438 ","$165,000 "
2017,ORL,Joe,Bendik,GK,"$174,083 ","$165,000 "
2017,VAN,Bernie,Ibini,F,"$174,000 ","$135,000 "
2017,POR,Jeremy,Ebobisse,F,"$173,000 ","$130,000 "
2017,ATL,Jacob,Peterson,M-F,"$172,550 ","$165,300 "
2017,RSL,Luke,Mulholland,M,"$172,500 ","$172,500 "
2017,MNUFC,Bobby,Shuttleworth,GK,"$171,875 ","$155,000 "
2017,CLB,Mohammed,Abu,M,"$171,250 ","$165,000 "
2017,HOU,Alex,Monteiro de Lima,M,"$170,000 ","$170,000 "
2017,COL,Mohammed,Saeid,M,"$170,000 ","$160,000 "
2017,SEA,Gustav,Svensson,M,"$170,000 ","$170,000 "
2017,CLB,Kekuta,Manneh,M-F,"$168,375 ","$138,875 "
2017,PHI,,Fabinho,D,"$167,759 ","$159,759 "
2017,PHI,Raymon,Gaddis,D,"$167,500 ","$165,000 "
2017,KC,Tim,Melia,GK,"$167,500 ","$165,000 "
2017,NYCFC,Jack,Harrison,M,"$165,500 ","$130,000 "
2017,MTL,Patrice,Bernier,M,"$165,000 ","$165,000 "
2017,CHI,Joao,Meira,D-M,"$165,000 ","$150,000 "
2017,ATL,Kevin,Kratz,M,"$164,250 ","$150,000 "
2017,RSL,Demar,Phillips,D,"$162,837 ","$155,004 "
2017,CLB,Jukka,Raitala,D,"$161,671 ","$125,004 "
2017,ORL,Richmond,Laryea,M,"$159,000 ","$130,000 "
2017,POR,Lawrence,Olum,M,"$157,500 ","$142,500 "
2017,NE,Je-Vaughn,Watson,D-M,"$155,667 ","$150,000 "
2017,POR,Gbenga,Arokoyo,D,"$155,600 ","$135,000 "
2017,DAL,Atiba,Harris,D-M,"$155,004 ","$155,004 "
2017,SJ,Tommy,Thompson,M,"$155,000 ","$150,000 "
2017,SJ,Francois,Affolter,D,"$154,250 ","$120,000 "
2017,DAL,Chris,Seitz,GK,"$153,000 ","$153,000 "
2017,DAL,Victor,Ulloa,M,"$152,500 ","$150,000 "
2017,COL,Bobby,Burling,D,"$152,000 ","$120,000 "
2017,ATL,Yamil,Asad,M,"$150,000 ","$150,000 "
2017,ATL,Greg,Garza,D,"$150,000 ","$150,000 "
2017,CLB,Hector,Jimenez,M,"$150,000 ","$150,000 "
2017,COL,Zac,MacMath,GK,"$150,000 ","$150,000 "
2017,POR,Roy,Miller,D,"$150,000 ","$150,000 "
2017,KC,Ike,Opara,D,"$150,000 ","$150,000 "
2017,ORL,Josh,Saunders,GK,"$150,000 ","$150,000 "
2017,KC,Kevin,Ellis,D,"$148,337 ","$140,004 "
2017,NE,Chris,Tierney,D-M,"$148,333 ","$140,000 "
2017,HOU,Leonardo,Da Silva,D,"$147,671 ","$140,004 "
2017,RSL,Chris,Wingert,D,"$145,394 ","$134,004 "
2017,SEA,Harrison,Shipp,M,"$145,000 ","$145,000 "
2017,DC,Patrick,Mullins,F,"$144,125 ","$114,125 "
2017,COL,Luis,Gil,M,"$144,000 ","$144,000 "
2017,CHI,Arturo,Alvarez,M,"$142,500 ","$135,000 "
2017,LA,Joao,Pedro,M,"$141,000 ","$120,000 "
2017,PHI,Brian,Carroll,M,"$140,000 ","$132,000 "
2017,VAN,Marcel,de Jong,D-M,"$140,000 ","$140,000 "
2017,SJ,Kofi,Sarkodie,D,"$140,000 ","$135,000 "
2017,PHI,Richard,Marquez,D,"$139,430 ","$133,000 "
2017,SJ,Cordell,Cato,D-M,"$138,667 ","$137,000 "
2017,POR,Dairon,Asprilla,M-F,"$138,000 ","$138,000 "
2017,PHI,Warren,Creavalle,M,"$138,000 ","$125,000 "
2017,SEA,Cristian,Roldan,M,"$137,000 ","$115,000 "
2017,MTL,Evan,Bush,GK,"$136,750 ","$136,750 "
2017,CHI,Michael,Harrington,D,"$136,667 ","$135,000 "
2017,PHI,Fabian,Herbers,M-F,"$135,500 ","$110,000 "
2017,MNUFC,Jermaine,Taylor,D,"$135,004 ","$125,004 "
2017,ORL,Kevin,Alston,D,"$135,000 ","$135,000 "
2017,MNUFC,Marc,Burch,D,"$135,000 ","$135,000 "
2017,RSL,Omar,Holness,F,"$133,500 ","$110,000 "
2017,TFC,Eriq,Zavaleta,D,"$133,450 ","$102,850 "
2017,KC,Seth,Sinovic,D,"$132,667 ","$125,000 "
2017,DAL,Ryan,Hollingshead,M-D,"$132,500 ","$132,500 "
2017,RSL,Chris,Schuler,D,"$132,500 ","$127,500 "
2017,VAN,Erik,Hurtado,F/M,"$131,250 ","$125,000 "
2017,SEA,Calum,Mallace,M,"$131,250 ","$115,000 "
2017,KC,Jimmy,Medranda,D,"$130,008 ","$130,008 "
2017,ORL,Sebastian,Hines,D,"$129,996 ","$129,996 "
2017,PHI,Fabrice,Picault,F,"$128,667 ","$115,000 "
2017,MTL,Shamit,Shome,M,"$128,500 ","$100,000 "
2017,ORL,Conor,Donovan,D,"$128,000 ","$100,000 "
2017,NYRB,Sean,Davis,M,"$127,500 ","$110,000 "
2017,POR,Chance,Myers,D,"$125,004 ","$125,004 "
2017,NE,Scott,Caldwell,M,"$125,000 ","$115,000 "
2017,POR,Alvas,Powell,D,"$123,700 ","$115,000 "
2017,NYCFC,Yangel,Herrera,M,"$123,557 ","$123,557 "
2017,COL,Axel,Sjoberg,D,"$123,350 ","$108,350 "
2017,MTL,Shaun,Francis,D,"$123,333 ","$115,000 "
2017,DC,Ian,Harkes,M,"$123,238 ","$90,000 "
2017,DAL,Carlos,Cermeno,M,"$123,000 ","$120,000 "
2017,ATL,Brandon,Vazquez,F,"$120,008 ","$100,008 "
2017,DC,Taylor,Kemp,D,"$120,000 ","$120,000 "
2017,NE,Gershon,Koffie,M,"$120,000 ","$120,000 "
2017,VAN,Nicolas,Mezquida,M-F,"$120,000 ","$120,000 "
2017,DC,Kofi,Opare,D,"$120,000 ","$105,000 "
2017,LA,Brian,Rowe,GK,"$120,000 ","$120,000 "
2017,CHI,Brandon,Vincent,D,"$118,125 ","$96,250 "
2017,KC,Cameron,Porter,F,"$117,500 ","$65,000 "
2017,ORL,Tommy,Redding,D,"$117,500 ","$110,000 "
2017,COL,Michael,Azira,M,"$116,625 ","$110,000 "
2017,NYCFC,Jonathan,Lewis,F,"$115,500 ","$80,000 "
2017,POR,Jake,Gleeson,GK,"$115,167 ","$110,000 "
2017,RSL,David,Horst,D,"$115,004 ","$110,004 "
2017,LA,Emmanuel,Boateng,F,"$115,000 ","$115,000 "
2017,DC,Jared,Jeffrey,M,"$115,000 ","$105,000 "
2017,COL,Mekeil,Williams,D,"$115,000 ","$110,000 "
2017,ORL,Servando,Carrasco,M,"$114,996 ","$114,996 "
2017,CHI,Matt,Polster,D-M,"$114,900 ","$99,900 "
2017,PHI,Charlie,Davies,F,"$114,685 ","$108,960 "
2017,SJ,Fatai,Alashe,M,"$114,425 ","$98,175 "
2017,DAL,Tesho,Akindele,F-M,"$112,500 ","$95,000 "
2017,LA,Daniel,Steres,D,"$112,063 ","$105,000 "
2017,KC,Saad,Abdul-Salaam,D,"$110,550 ","$96,800 "
2017,NYCFC,Khiry,Shelton,F,"$110,450 ","$92,950 "
2017,PHI,Keegan,Rosenberry,D,"$110,313 ","$104,500 "
2017,HOU,Jalil,Anibaba,D,"$110,004 ","$110,004 "
2017,COL,Marlon,Hairston,D-M,"$110,004 ","$110,004 "
2017,ORL,Donny,Toia,D,"$110,004 ","$110,004 "
2017,CLB,Josh,Williams,D,"$110,004 ","$110,004 "
2017,POR,Zarek,Valentin,D,"$110,000 ","$110,000 "
2017,NYRB,Sal,Zizzo,D,"$110,000 ","$110,000 "
2017,CHI,Jonathan,Campbell,D,"$109,875 ","$101,750 "
2017,TFC,Nick,Hagglund,D,"$109,633 ","$100,008 "
2017,DAL,Jesse,Gonzalez,GK,"$109,000 ","$85,000 "
2017,POR,Ben,Zemanski,M,"$109,000 ","$105,000 "
2017,TFC,Jay,Chapman,M,"$108,500 ","$90,000 "
2017,NYCFC,Miguel,Camargo,M,"$108,250 ","$100,000 "
2017,COL,Caleb,Calvert,F,"$107,500 ","$100,000 "
2017,SJ,Andres,Imperiale,D,"$107,500 ","$105,000 "
2017,ATL,Mark,Bloom,D,"$106,574 ","$99,225 "
2017,HOU,Joe,Willis,GK,"$106,313 ","$106,313 "
2017,CLB,Ben,Swanson,M,"$105,417 ","$85,000 "
2017,POR,Jeff,Attinella,GK,"$105,083 ","$100,000 "
2017,NYRB,Ryan,Meara,GK,"$105,008 ","$100,008 "
2017,MNUFC,Bernardo,Anor,M,"$105,000 ","$105,000 "
2017,RSL,Chad,Barrett,F,"$105,000 ","$99,000 "
2017,MTL,Eric,Kronberg,GK,"$105,000 ","$100,000 "
2017,CLB,Zack,Steffen,GK,"$105,000 ","$105,000 "
2017,LA,Jose,Villarreal,F,"$105,000 ","$105,000 "
2017,MTL,Wandrille,Lefevre,D,"$104,500 ","$95,000 "
2017,PHI,Auston,Trusty,D,"$104,100 ","$75,000 "
2017,DAL,Coy,Craft,F-M,"$102,083 ","$85,000 "
2017,NYCFC,RJ,Allen,D,"$101,667 ","$100,000 "
2017,TFC,Ashtone,Morgan,D,"$101,508 ","$100,008 "
2017,NE,Brad,Knighton,GK,"$100,910 ","$100,910 "
2017,ORL,Rafael,Ramos,D,"$100,800 ","$100,800 "
2017,RSL,Sebastian,Saucedo,M,"$100,500 ","$90,000 "
2017,SJ,Leandro,Barrera,F,"$100,000 ","$100,000 "
2017,MTL,Ambroise,Bitolo Oyongo,D,"$100,000 ","$100,000 "
2017,DC,Zoltan,Stieber,M,"$100,000 ","$100,000 "
2017,CLB,Artur,De Lima Junior,M,"$99,879 ","$80,004 "
2017,VAN,Tim,Parker,D,"$99,600 ","$80,850 "
2017,MTL,Samuel,Piette,M,"$99,234 ","$90,000 "
2017,VAN,Nosa,Igiebor,M,"$98,333 ","$65,000 "
2017,SEA,Joevin,Jones,D,"$96,167 ","$90,000 "
2017,RSL,Matt,Van Oekel,GK,"$96,000 ","$96,000 "
2017,PHI,John,McCarthy,GK,"$95,750 ","$86,500 "
2017,NYRB,Fidel,Escobar,D,"$95,000 ","$95,000 "
2017,DC,Julian,Buescher,M,"$94,700 ","$80,000 "
2017,SJ,Andrew,Tarbell,GK,"$94,000 ","$80,000 "
2017,TFC,Brandon,Aubrey,D,"$93,750 ","$75,000 "
2017,ATL,Julian,Gressel,M,"$93,750 ","$75,000 "
2017,NYRB,Zeiko,Lewis,M,"$93,750 ","$75,000 "
2017,CHI,Christian,Dean,D,"$93,125 ","$90,000 "
2017,NYRB,Connor,Lade,D,"$92,813 ","$85,000 "
2017,CLB,Adam,Jahn,F,"$92,500 ","$92,500 "
2017,NYRB,Tyler,Adams,M,"$91,042 ","$75,000 "
2017,TFC,Alex,Bono,GK,"$90,200 ","$70,000 "
2017,MNUFC,Justin,Davis,D,"$89,750 ","$80,000 "
2017,MNUFC,Kevin,Venegas,D,"$88,333 ","$85,000 "
2017,KC,Andrew,Dykstra,GK,"$87,655 ","$80,004 "
2017,CHI,Collin,Fernandez,M,"$87,000 ","$85,000 "
2017,COL,Eric,Miller,D,"$86,554 ","$75,554 "
2017,SJ,Nick,Lima,D,"$86,208 ","$80,004 "
2017,COL,Dillon,Serna,M,"$85,600 ","$72,600 "
2017,ORL,Victor,Giro,D-M,"$85,317 ","$80,004 "
2017,ATL,Zach,Loyd,D,"$85,008 ","$85,008 "
2017,VAN,Samuel,Adekugbe,D,"$85,000 ","$80,000 "
2017,CLB,Alex,Crognale,D,"$84,996 ","$84,996 "
2017,MNUFC,Collin,Martin,M,"$84,996 ","$84,996 "
2017,DAL,Adonijah,Reid,F,"$84,375 ","$70,000 "
2017,NE,Brian,Wright,F,"$83,750 ","$65,000 "
2017,DAL,Luis,Gonzalez,M,"$83,125 ","$65,000 "
2017,LA,Rafael,Garcia,M,"$82,500 ","$82,500 "
2017,TFC,Jordan,Hamilton,F,"$81,958 ","$69,458 "
2017,CHI,Matt,Lampson,GK,"$81,375 ","$76,000 "
2017,TFC,Nicolas,Hasler,D,"$80,671 ","$65,004 "
2017,CLB,Brad,Stuver,GK,"$80,004 ","$80,004 "
2017,MNUFC,Patrick,McLain,GK,"$80,000 ","$80,000 "
2017,CHI,Djordje,Mihailovic,M,"$80,000 ","$80,000 "
2017,DC,Chris,Durkin,D-M,"$79,167 ","$70,000 "
2017,MTL,Maxime,Crepeau,GK,"$79,083 ","$75,000 "
2017,MTL,Ballou Jean-Yves,Tabla,M,"$79,000 ","$70,000 "
2017,MTL,Daniel,Lovitz,M,"$78,750 ","$78,750 "
2017,PHI,Giliano,Wijnaldum,D,"$78,337 ","$65,004 "
2017,VAN,Stefan,Marinovic,GK,"$77,563 ","$65,000 "
2017,ATL,Andrew,Carleton,M-F,"$77,400 ","$65,000 "
2017,ATL,Alec,Kann,GK,"$77,004 ","$77,004 "
2017,COL,Kortne,Ford,D,"$76,996 ","$69,996 "
2017,NE,Daigo,Kobayashi,M,"$76,996 ","$69,996 "
2017,NYCFC,Andraz,Struna,D,"$75,600 ","$75,600 "
2017,KC,Erik,Palmer-Brown,D,"$75,500 ","$75,000 "
2017,SJ,Marc,Pelosi,M,"$75,004 ","$65,004 "
2017,NYCFC,Mikey,Lopez,M,"$75,000 ","$75,000 "
