Season,Club,First Name,Last Name,Position,Total Compensation,Base Salary
2019,PHI,Kacper,Przybylko,F,277000,240000
2019,PHI,Matthew,Real,D,57225,57225
2019,PHI,Sergio,Santos,F,668500,600000
2019,PHI,Auston,Trusty,D,124100.04,95000.04
2019,PHI,Kai,Wagner,D,360150,318000
2019,PHI,Andrew,Wooten,F,595833.33,510000
2019,POR,Dairon,Asprilla,M-F,213750.04,200000.04
2019,POR,Jeff,Attinella,GK,187249.96,174999.96
2019,POR,Sebastian,Blanco,M-F,2853341.33,2740008
2019,POR,Julio,Cascante,D,170004,170004
2019,POR,Diego,Chara,M,568750.08,550000.08
2019,POR,Steve,Clark,GK,140000.04,140000.04
2019,POR,Tomas,Conechny,M-F,396000,396000
2019,POR,Claude,Dielna,D,600000.04,560000.04
2019,POR,Jeremy,Ebobisse,F,237999.96,174999.96
2019,POR,Marco,Farfan,D,80250,80250
2019,POR,Brian,Fernandez,M-F,1275800,1200000
2019,POR,Andres,Flores,M-F,70250.04,70250.04
2019,POR,Aljaz,Ivacic,GK,160000,150000
2019,POR,Modou,Jadama,D,70250.04,70250.04
2019,POR,Foster,Langsdorf,F,57225,57225
2019,POR,Marvin,Loria,M-F,56250,56250
2019,POR,Larrys,Mabiala,D,793333.33,750000
2019,POR,Kendall,McIntosh,GK,70250.04,70250.04
2019,POR,Jorge,Moreira,D,607954.6,545454.6
2019,POR,Cristhian,Paredes,M,283500,252000
2019,POR,Andy,Polo,M-F,150000,150000
2019,POR,Bill,Tuiloma,D-M,107508,100008
2019,POR,Zarek,Valentin,D,159999.96,159999.96
2019,POR,Diego,Valeri,M-F,2419999.96,2319999.96
2019,POR,Jorge,Villafana,D,617500,600000
2019,POR,Eryk,Williamson,M,136500,120000
2019,POR,Renzo,Zambrano,M,70250.04,70250.04
2019,RSL,Jordan,Allen,M-F,237999.96,237999.96
2019,RSL,Luis,Arriaga,M,56250,56250
2019,RSL,Corey,Baird,F,70008,70008
2019,RSL,Kyle,Beckerman,D-M,325000,300000
2019,RSL,Tony,Beltran,D,207000,195000
2019,RSL,Nick,Besler,M,84999.96,84999.96
2019,RSL,Justen,Glad,D,366700,345000
2019,RSL,Aaron,Herrera,D,86000.04,86000.04
2019,RSL,Erik,Holt,D,70250.04,70250.04
2019,RSL,Alex,Horwath,GK,100862.54,95000.04
2019,RSL,Sam,Johnson,F,767500.04,650000.04
2019,RSL,Damir,Kreilach,M,1082101.97,968768.64
2019,RSL,Brooks,Lennon,D,242587.33,230004
2019,RSL,Everton,Luiz,D-M,1100000.08,1000000.08
2019,RSL,Doug,Martinez,F,56250,56250
2019,RSL,Luke,Mulholland,M,155000.04,155000.04
2019,RSL,David,Ochoa,GK,70250.04,70250.04
2019,RSL,Nedum,Onuoha,D,504000,450000
2019,RSL,Joao,Plata,M-F,856254,725004
2019,RSL,Justin,Portillo,M,70250.04,70250.04
2019,RSL,Andrew,Putna,GK,70875,70875
2019,RSL,Nick,Rimando,GK,322500,300000
2019,RSL,Kelyn,Rowe,M-F,326399.96,261399.96
2019,RSL,Pablo,Ruiz,M,221004,200004
2019,RSL,Albert,Rusnak,M-F,2001666.67,1800000
2019,RSL,Sebastian,Saucedo,M-F,123000,112500
2019,RSL,Jefferson,Savarino,M-F,498695.65,475008
2019,RSL,Tate,Schmitt,F,70250.04,70250.04
2019,RSL,Marcelo,Silva,D,776629,725004
2019,RSL,Donny,Toia,D,131254.2,131254.2
2019,RSL,Julian,Vazquez,F,66250,56250
2019,SJ,Francois,Affolter,D,281999.96,249999.96
2019,SJ,Jacob,Akanyirige,D,64225.04,62225.04
2019,SJ,Matt,Bersano,GK,71666.88,71666.88
2019,SJ,Eric,Calvillo,M,136500,120000
2019,SJ,Cade,Cowell,F,67225,57225
2019,SJ,Harold,Cummings,D,320666.67,270000
2019,SJ,Magnus,Eriksson,M-F,450000,450000
2019,SJ,Cristian,Espinoza,M-F,550000.04,500000.04
2019,SJ,Luis,Felipe,D-M,71625,70875
2019,SJ,Carlos,Fierro,M-F,718800,660000
2019,SJ,Gilbert,Fuentes,M,92000.04,80000.04
2019,SJ,Anibal,Godoy,D-M,498125,450000
2019,SJ,Siad,Haji,M,104000,75000
2019,SJ,Danny,Hoesen,F,549666.71,500000.04
2019,SJ,,Judson,D-M,305000,300000
2019,SJ,Florian,Jungwirth,D-M,616675.07,550008
2019,SJ,Guram,Kashia,D,590000.04,590000.04
2019,SJ,Nick,Lima,D,218437.54,200000.04
2019,SJ,Marcos,Lopez,D,387749.96,279999.96
2019,SJ,JT,Marcinkowski,GK,147000,135000
2019,SJ,Paul,Marie,D-M,57225,57225
2019,SJ,Jimmy,Ockford,D,70875,70875
2019,SJ,Kevin,Partida,M,57225,57225
2019,SJ,"Valeri ""Vako""",Qazaishvili,M-F,1604042.36,1475004
2019,SJ,Andres,Rios,F,729250,660000
2019,SJ,Shea,Salinas,M-F,249999.96,249999.96
2019,SJ,Andrew,Tarbell,GK,235000.04,200000.04
2019,SJ,Tommy,Thompson,D,174999.96,174999.96
2019,SJ,Daniel,Vega,GK,210000.04,200000.04
2019,SJ,Chris,Wondolowski,F,800000.04,800000.04
2019,SJ,Jackson,Yueill,M,190000.08,145000.08
2019,SEA,Saad,Abdul-Salaam,D,70250.04,70250.04
2019,SEA,Xavier,Arreaga,D,500850,393600
2019,SEA,Will,Bruin,F,358333.37,350000.04
2019,SEA,Handwalla,Bwana,M-F,57225,57225
2019,SEA,Jonathan,Campbell,D,70250.04,70250.04
2019,SEA,Emanuel,Cecchini,M,789000,648000
2019,SEA,Jordy,Delem,D-M,70875,70875
2019,SEA,Justin,Dhillon,F,70250.04,70250.04
2019,SEA,Stefan,Frei,GK,337500.08,325000.08
2019,SEA,Joevin,Jones,M,528670.67,482004
2019,SEA,Kim,Kee-Hee,D,772000.08,640000.08
2019,SEA,Kelvin,Leerdam,D,599999.96,549999.96
2019,SEA,Danny,Leyva,D-M,89872.25,56250
2019,SEA,Nicolas,Lodeiro,M-F,2502500.04,2000000.04
2019,SEA,Bryan,Meredith,GK,70875,70875
2019,SEA,Jordan,Morris,F,619600,499500
2019,SEA,Trey,Muse,GK,65000,56250
2019,SEA,Alfonso,Ocampo-Chavez,F,85750,56250
2019,SEA,Victor,Rodriguez,M-F,1087499.96,999999.96
2019,SEA,Cristian,Roldan,M,596541.68,460000.08
2019,SEA,Alex,Roldan,M-F,57225,57225
2019,SEA,Raul,Ruidiaz,F,2000004,2000004
2019,SEA,Harry,Shipp,M-F,234999.96,234999.96
2019,SEA,Luis,Silva,F,70250.04,70250.04
2019,SEA,Brad,Smith,D,549092,529092
2019,SEA,Gustav,Svensson,D-M,600000,570000
2019,SEA,Nouhou,Tolo,D,84000,84000
2019,SEA,Roman,Torres,D,740000.08,670000.08
2019,KC,Botond,Barath,D,297333.41,250000.08
2019,KC,Matt,Besler,D,674997.64,574997.64
2019,KC,Gianluca,Busio,M-F,92500,90000
2019,KC,Eric,Dick,GK,73699.58,70250.04
2019,KC,Cameron,Duke,M,69250,56250
2019,KC,Roger,Espinoza,M,800000.04,800000.04
2019,KC,Benny,Feilhaber,M,463400,413400
2019,KC,Gerso,Fernandes,M-F,550008,550008
2019,KC,Andreu,Fontas,D,1050000,1050000
2019,KC,Tyler,Freeman,F,82749.92,70249.92
2019,KC,Felipe,Gutierrez,M,1649999.96,1599999.96
2019,KC,Nicolas,Hasler,M,183666.67,168000
2019,KC,Felipe,Hernandez,M,56250,56250
2019,KC,Erik,Hurtado,F,181249.96,174999.96
2019,KC,Wan,Kuzain,D-M,70875,70875
2019,KC,Jaylin,Lindsey,D,88000,75000
2019,KC,Luis,Martins,D,240000,240000
2019,KC,Jimmy,Medranda,D-M,155004,155004
2019,KC,Tim,Melia,GK,341674.67,325008
2019,KC,Krisztian,Nemeth,F,1063666.71,950000.04
2019,KC,Johnny,Russell,M-F,1449999.96,1449999.96
2019,KC,Daniel,Salloi,M-F,139624.96,129999.96
2019,KC,Ilie,Sanchez,D-M,900000,900000
2019,KC,Seth,Sinovic,D,143000,135000
2019,KC,Graham,Smith,D-M,57225,57225
2019,KC,Rodney,Wallace,M,360000,360000
2019,KC,Gedion,Zelalem,M,77916.67,56250
2019,KC,Adrian,Zendejas,GK,70250.04,70250.04
2019,KC,Graham,Zusi,D-M,688333.41,625000.08
2019,TFC,Ayo,Akinola,F,124256,56256
2019,TFC,Jozy,Altidore,F,6332250.04,4891250.04
2019,TFC,,Auro,D,276666.67,225000
2019,TFC,Jon,Bakero,F,70250.04,70250.04
2019,TFC,Nicolas,Benezet,M-F,600000,600000
2019,TFC,Alex,Bono,GK,382000.04,350000.04
2019,TFC,Michael,Bradley,M,6500000,6000000
2019,TFC,Jay,Chapman,M,138500,120000
2019,TFC,Laurent,Ciman,D,435624.96,399999.96
2019,TFC,Aidan,Daniels,M-F,57225,57225
2019,TFC,Nick,DeLeon,D-M,175269.67,159528
2019,TFC,"Marco ""Marky""",Delgado,M,252999.96,252999.96
2019,TFC,Griffin,Dorsey,M-F,134000,90000
2019,TFC,Julian,Dunn,D,57225,57225
2019,TFC,Tsubasa,Endoh,M-F,75583.37,70250.04
2019,TFC,Liam,Fraser,D-M,75875,70875
2019,TFC,Erickson,Gallardo,M,306916.6,275004
2019,TFC,Omar,Gonzalez,D,1193935.5,918000
2019,TFC,Richie,Laryea,D-M,56250,56250
2019,TFC,Chris,Mavinga,D,663333.33,600000
2019,TFC,Drew,Moor,D,375000,375000
2019,TFC,Ashtone,Morgan,D,133500,132000
2019,TFC,Justin,Morrow,D,330000,330000
2019,TFC,Patrick,Mullins,F,260004,260004
2019,TFC,Noble,Okello,M,68059.51,56244.6
2019,TFC,Jonathan,Osorio,M,776250,750000
2019,TFC,Caleb,Patterson-Sewell,GK,70875,70875
2019,TFC,Alejandro,Pozuelo,M-F,3800000.04,3800000.04
2019,TFC,Jacob,Shaffelburg,M-F,62750,56250
2019,TFC,Ryan,Telfer,M-F,70250.04,70250.04
2019,TFC,Quentin,Westberg,GK,115254.08,100000.08
2019,TFC,Eriq,Zavaleta,D,296962.33,275004
2019,VAN,Ali,Adnan,D,1277499.9,1200000
2019,VAN,Joaquin,Ardaiz,F,272727.12,272727.12
2019,VAN,Thelonius,Bair,F,76250,56250
2019,VAN,Michael,Baldisimo,D-M,83012.8,56250
2019,VAN,"Alhassane ""Lass""",Bangoura,M-F,99999.96,99999.96
2019,VAN,Anthony,Blondell,F,307703.25,262500
2019,VAN,Michaell,Chirinos,M,396875,360000
2019,VAN,Simon,Colyn,M-F,81250,56250
2019,VAN,Derek,Cornelius,D,111912.46,99999.96
2019,VAN,Maxime,Crepeau,GK,94083.33,90000
2019,VAN,Jon Erice,Dominguez,M,752363.7,654545.52
2019,VAN,"Victor ""PC""",Giro,D-M,110312.5,105000
2019,VAN,Erik,Godoy,D,449318.16,381818.16
2019,VAN,Thomas,Hasal,GK,66250,56250
2019,VAN,Doneil,Henry,D,204241.71,190008
2019,VAN,Hwang,In-Beom,M,655000,600000
2019,VAN,Jasser,Khmiri,D,180000,180000
2019,VAN,Brett,Levis,D-M,74162.56,71662.56
2019,VAN,Zac,MacMath,GK,189999.96,189999.96
2019,VAN,Brendan,McDonough,D,56250,56250
2019,VAN,Sean,Melvin,GK,70250.04,70250.04
2019,VAN,Fredy,Montero,F,968000,768000
2019,VAN,Georges,Mukumbilwa,D-M,56250,56250
2019,VAN,Jake,Nerwinski,D,124125,120000
2019,VAN,David,Norman,M,58225,57225
2019,VAN,Yordy,Reyna,F,713140.04,650000.04
2019,VAN,Tosaint,Ricketts,F,70250.04,70250.04
2019,VAN,Andy,Rose,M,192500.04,192500.04
2019,VAN,Scott,Sutter,D,170177.04,155000.04
2019,VAN,Russell,Teibert,D-M,190000.04,170000.04
2018,CHI,Bastian,Schweinsteiger,M,"$6,100,000 ","$6,100,000 "
2018,TFC,Michael,Bradley,M,"$6,500,000 ","$6,000,000 "
2018,NYCFC,David,Villa,F,"$5,610,000 ","$5,610,000 "
2018,TFC,Sebastian,Giovinco,F,"$7,115,556 ","$5,600,000 "
2018,TFC,Jozy,Altidore,F,"$5,000,000 ","$5,000,000 "
2018,LAFC,Carlos,Vela,F,"$6,292,500 ","$4,500,000 "
2018,LA,Giovani,dos Santos,F,"$6,000,000 ","$4,250,000 "
2018,POR,Diego,Valeri,M,"$2,380,000 ","$2,320,000 "
2018,COL,Tim,Howard,GK,"$2,475,000 ","$2,000,000 "
2018,NYCFC,Maxi,Moralez,M,"$2,000,000 ","$2,000,000 "
2018,LA,Jonathan,dos Santos,M,"$2,000,000 ","$2,000,000 "
2018,ATL,Miguel,Almiron,M,"$2,297,000 ","$1,912,500 "
2018,MLS,Yura,Movsisyan,F,"$2,073,750 ","$1,850,000 "
2018,SEA,Nicolas,Lodeiro,M,"$2,302,500 ","$1,800,000 "
2018,PHI,Borek,Dockal,M,"$1,714,286 ","$1,714,286 "
2018,CHI,Nemanja,Nikolic,F,"$1,906,333 ","$1,700,000 "
2018,MNUFC,Darwin,Quintero,F,"$1,650,000 ","$1,650,000 "
2018,KC,Felipe,Gutierrez,M,"$1,650,000 ","$1,600,000 "
2018,COL,Shkelzen,Gashi,F,"$1,668,750 ","$1,575,000 "
2018,LA,Romain,Alessandrini,M,"$1,869,996 ","$1,539,996 "
2018,NYRB,Bradley,Wright-Phillips,F,"$1,635,000 ","$1,500,000 "
2018,LA,Zlatan,Ibrahimovic,F,"$1,500,000 ","$1,500,000 "
2018,ATL,Ezequiel,Barco,M,"$1,425,000 ","$1,425,000 "
2018,TFC,VicTFC,Vazquez,M,"$1,500,000 ","$1,365,000 "
2018,SJ,"Valeri ""Vako""",Qazaishvili,M,"$1,454,042 ","$1,325,004 "
2018,POR,Sebastian,Blanco,M,"$1,375,008 ","$1,300,008 "
2018,POR,Fanendo,Adi,F,"$1,933,333 ","$1,275,000 "
2018,ATL,Josef,Martinez,F,"$1,387,318 ","$1,270,008 "
2018,PHI,David,Accam,F-M,"$1,250,000 ","$1,250,000 "
2018,ORL,Dom,Dwyer,F,"$1,383,333 ","$1,200,000 "
2018,PHI,Alejandro,Bedoya,M,"$1,266,250 ","$1,200,000 "
2018,TFC,Ager,Aketxe Barrutia,M,"$1,295,000 ","$1,190,000 "
2018,CHI,Aleksandar,Katai,M,"$1,276,333 ","$1,140,000 "
2018,SEA,Clint,Dempsey,F,"$1,650,000 ","$1,100,000 "
2018,SEA,Osvaldo,Alonso,M,"$1,141,667 ","$1,100,000 "
2018,CLB,Federico,Higuain,M,"$1,100,000 ","$1,100,000 "
2018,ORL,Sacha,Kljestan,M,"$1,100,000 ","$1,025,000 "
2018,SEA,Victor,Rodriguez,M,"$1,087,500 ","$1,000,000 "
2018,LAFC,Diego,Rossi,F,"$1,052,000 ","$1,000,000 "
2018,DC,Zoltan,Stieber,M,"$1,000,000 ","$1,000,000 "
2018,VAN,Kei,Kamara,F,"$1,000,000 ","$1,000,000 "
2018,RSL,Alfredo,Ortuno,F,"$1,162,500 ","$990,000 "
2018,RSL,Damir,Kreilach,M,"$1,013,333 ","$900,000 "
2018,NE,Krisztian,Nemeth,F,"$1,007,667 ","$900,000 "
2018,LA,Jorgen,Skjelvik,D,"$1,000,000 ","$900,000 "
2018,KC,Roger,Espinoza,M,"$900,000 ","$900,000 "
2018,NYRB,Marc,Rzatkowski,M,"$976,167 ","$885,000 "
2018,DAL,Mauro,Diaz,M,"$949,890 ","$853,000 "
2018,RSL,Albert,Rusnak,M,"$907,821 ","$850,008 "
2018,LAFC,Adama,Diomande,F,"$935,000 ","$850,000 "
2018,POR,Lucas,Melano,F,"$1,050,000 ","$830,000 "
2018,LA,Ola,Kamara,F,"$925,000 ","$825,000 "
2018,ORL,Lamine,Sane,D,"$855,000 ","$807,500 "
2018,MTL,Alejandro,Silva,M,"$800,040 ","$800,040 "
2018,COL,Stefan,Aigner,M,"$845,885 ","$800,000 "
2018,TFC,Gregory,Van Der Wiel,D,"$835,000 ","$800,000 "
2018,SJ,Chris,Wondolowski,F,"$800,000 ","$800,000 "
2018,MTL,Saphir,Taider,M,"$800,000 ","$800,000 "
2018,NE,Claude,Dielna,D,"$909,861 ","$780,000 "
2018,COL,Yannick,Boli,F,"$907,500 ","$775,000 "
2018,CLB,Jonathan,Mensah,D,"$868,996 ","$774,996 "
2018,DAL,Reto,Ziegler,D,"$800,000 ","$750,000 "
2018,POR,Larrys,Mabiala,D,"$793,333 ","$750,000 "
2018,KC,Matt,Besler,D,"$783,250 ","$750,000 "
2018,KC,Graham,Zusi,D,"$782,102 ","$750,000 "
2018,CLB,Pedro,Santos,M,"$794,600 ","$747,600 "
2018,NYRB,Alejandro 'Kaku',Romero,M,"$709,091 ","$709,091 "
2018,DAL,Maximiliano,Urruti,F,"$781,000 ","$700,000 "
2018,VAN,Brek,Shea,D-M,"$745,000 ","$700,000 "
2018,MTL,Matteo,Mancosu,F,"$719,542 ","$700,000 "
2018,CHI,Dax,McCarty,M,"$712,500 ","$700,000 "
2018,KC,Johnny,Russell,M,"$700,000 ","$700,000 "
2018,POR,Liam,Ridgewell,D,"$700,000 ","$700,000 "
2018,MTL,Rod,Fanni,D,"$710,000 ","$690,000 "
2018,DAL,Roland,Lamah,M,"$818,500 ","$675,000 "
2018,RSL,Marcelo,Silva,D,"$711,875 ","$675,000 "
2018,ATL,Hector,Villalba,F,"$770,750 ","$663,000 "
2018,HOU,Alberth,Elis,F,"$650,340 ","$650,340 "
2018,ATL,Leandro,Pirez,D,"$685,004 ","$650,004 "
2018,KC,Yohan,Croizet,M,"$680,004 ","$650,004 "
2018,NYCFC,Jesus,Medina,M,"$770,833 ","$650,000 "
2018,MTL,Rudy,Camacho,D,"$699,153 ","$650,000 "
2018,COL,Joe,Mason,F,"$682,500 ","$650,000 "
2018,ATL,Brad,Guzan,GK,"$700,008 ","$640,008 "
2018,LAFC,Laurent,Ciman,D,"$661,667 ","$630,000 "
2018,CLB,Gyasi,Zardes,F,"$630,000 ","$630,000 "
2018,DC,Paul,Arriola,M,"$639,000 ","$625,000 "
2018,LAFC,Benny,Feilhaber,M,"$625,000 ","$625,000 "
2018,ATL,Darlington,Nagbe,F-M,"$620,000 ","$605,000 "
2018,NYCFC,Jo Inge,Berget,F,"$816,667 ","$600,000 "
2018,NYRB,Daniel,Royer,M,"$668,750 ","$600,000 "
2018,COL,Tommy,Smith,D,"$640,000 ","$600,000 "
2018,LA,Michael,Ciani,D,"$620,000 ","$600,000 "
2018,POR,Samuel,Armenteros,F,"$608,333 ","$600,000 "
2018,DAL,Carlos,Gruezo,M,"$730,750 ","$595,000 "
2018,PHI,Jay,Simpson,F,"$623,341 ","$580,008 "
2018,ORL,Jonathan,Spector,D,"$636,942 ","$575,004 "
2018,VAN,Aly,Ghazal,M,"$700,567 ","$575,000 "
2018,SEA,Roman,Torres,D,"$645,000 ","$575,000 "
2018,MNUFC,Christian,Ramirez,F,"$641,250 ","$575,000 "
2018,VAN,Kendall,Waston,D,"$604,167 ","$575,000 "
2018,NE,Juan,Agudelo,F,"$602,500 ","$575,000 "
2018,ATL,Chris,McCann,M,"$588,000 ","$560,000 "
2018,CHI,Johan,Kappelhof,D,"$595,000 ","$555,000 "
2018,KC,Gerso,Fernandes,F-M,"$591,258 ","$550,008 "
2018,ORL,Justin,Meram,M,"$578,758 ","$550,008 "
2018,DC,Luciano,Acosta,F-M,"$652,000 ","$550,000 "
2018,POR,Diego,Chara,M,"$572,000 ","$550,000 "
2018,ORL,Yoshimar,Yotun,M,"$599,996 ","$549,996 "
2018,RSL,Joao,Plata,F,"$683,333 ","$525,000 "
2018,VAN,Efrain,Juarez,D-M,"$619,833 ","$525,000 "
2018,CHI,Michael,de Leeuw,F,"$589,213 ","$525,000 "
2018,PHI,CJ,Sapong,F,"$525,000 ","$525,000 "
2018,RSL,Kyle,Beckerman,M,"$530,008 ","$505,008 "
2018,SEA,Kim,Kee-Hee,D,"$632,004 ","$500,004 "
2018,SJ,Florian,Jungwirth,D-M,"$566,671 ","$500,004 "
2018,CLB,Wil,Trapp,M,"$550,004 ","$500,004 "
2018,PHI,Haris,Medunjanin,M,"$545,004 ","$500,004 "
2018,DAL,Matt,Hedges,D,"$525,004 ","$500,004 "
2018,DC,Steven,Birnbaum,D,"$525,004 ","$500,004 "
2018,MTL,Ignacio,Piatti,M,"$4,713,333 ","$500,000 "
2018,DAL,Cristian,Colman,F,"$585,000 ","$500,000 "
2018,SEA,Kelvin,Leerdam,D,"$575,000 ","$500,000 "
2018,NYCFC,Alexander,Callens,D,"$564,000 ","$500,000 "
2018,TFC,Chris,Mavinga,D,"$563,333 ","$500,000 "
2018,NE,Cristian,Penilla,F,"$550,000 ","$500,000 "
2018,COL,Daniel,Wilson,D,"$540,000 ","$500,000 "
2018,LAFC,Lee,Nguyen,M,"$500,000 ","$500,000 "
2018,LAFC,Omar,Gaber,D-M,"$500,000 ","$500,000 "
2018,SJ,Jahmir,Hyka,M,"$539,996 ","$489,996 "
2018,SEA,Magnus,Eikrem,M,"$546,667 ","$480,000 "
2018,NE,Wilfried,Zahibo,M,"$544,000 ","$474,000 "
2018,SJ,Danny,Hoesen,F,"$518,000 ","$465,000 "
2018,NYRB,Luis,Robles,GK,"$460,000 ","$460,000 "
2018,LA,Ashley,Cole,D,"$722,500 ","$450,000 "
2018,DAL,Santiago,Mosquera,M,"$541,400 ","$450,000 "
2018,MNUFC,Francisco,Calvo,D,"$522,600 ","$450,000 "
2018,PHI,Andre,Blake,GK,"$500,000 ","$450,000 "
2018,LA,Perry,Kitchen,D-M,"$474,167 ","$450,000 "
2018,LAFC,Eduard,Atuesta,M,"$468,000 ","$450,000 "
2018,NYRB,Aurelien,Collin,D,"$450,000 ","$450,000 "
2018,ORL,Cristian,Higuita,M,"$581,663 ","$444,996 "
2018,NYRB,Carlos,Rivas,M,"$444,996 ","$444,996 "
2018,VAN,Yordy,Reyna,F-M,"$533,700 ","$440,000 "
2018,DC,Yamil,Asad,M,"$520,523 ","$436,364 "
2018,ORL,Will,Johnson,M,"$470,004 ","$434,004 "
2018,MNUFC,Kevin,Molino,M,"$477,504 ","$425,004 "
2018,SJ,Anibal,Godoy,M,"$473,125 ","$425,000 "
2018,VAN,Felipe,Martins,M,"$425,000 ","$425,000 "
2018,ORL,Oriol,Rosell,M,"$412,500 ","$412,500 "
2018,HOU,Adam,Lundkvist,D,"$433,750 ","$405,000 "
2018,NE,Antonio,Mlinar Delamea,D,"$400,008 ","$400,008 "
2018,RSL,Nick,Rimando,GK,"$422,500 ","$400,000 "
2018,DC,Darren,Mattocks,F,"$416,667 ","$400,000 "
2018,COL,Jack,Price,M,"$407,500 ","$400,000 "
2018,SJ,Magnus,Eriksson,F,"$400,000 ","$400,000 "
2018,DAL,Michael,Barrios,M,"$400,000 ","$400,000 "
2018,NE,Gabriel,Somi,D,"$425,000 ","$391,000 "
2018,VAN,Cristian,Techera,M,"$412,000 ","$387,000 "
2018,NYCFC,Maxime,Chanot,D,"$408,000 ","$375,000 "
2018,RSL,Jefferson,Savarino,F,"$398,688 ","$375,000 "
2018,MNUFC,Ethan,Finlay,M,"$375,000 ","$375,000 "
2018,NYCFC,Alexander,Ring,M,"$411,667 ","$370,000 "
2018,TFC,Drew,Moor,D,"$350,004 ","$350,004 "
2018,NYCFC,Anton,Tinnerholm,D,"$434,925 ","$350,000 "
2018,DC,David,Ousted,GK,"$369,167 ","$350,000 "
2018,SEA,Will,Bruin,F,"$351,667 ","$350,000 "
2018,SEA,Gustav,Svensson,M,"$350,000 ","$350,000 "
2018,ATL,Michael,Parkhurst,D,"$340,008 ","$340,008 "
2018,MTL,Dom,Oduro,F,"$330,000 ","$330,000 "
2018,KC,Ilie,Sanchez,M,"$330,008 ","$325,008 "
2018,NYCFC,Ebenezer,Ofori,M,"$381,250 ","$325,000 "
2018,MLS,Muhamed,Keita,F,"$367,292 ","$325,000 "
2018,KC,Ike,Opara,D,"$342,917 ","$325,000 "
2018,SEA,Chad,Marshall,D,"$341,250 ","$325,000 "
2018,COL,Nana,Adjei-Boateng,M,"$361,250 ","$320,004 "
2018,CHI,Tony,Tchani,M,"$353,333 ","$320,000 "
2018,NYCFC,Ismael,Tajouri,F,"$350,500 ","$320,000 "
2018,MNUFC,Sam,Cronin,M,"$339,750 ","$315,000 "
2018,HOU,Tomas,Martinez,M,"$487,929 ","$305,004 "
2018,DAL,Anibal,Chala,D,"$383,000 ","$300,000 "
2018,CHI,Luis,Solignac,F,"$353,313 ","$300,000 "
2018,SJ,Yeferson,Quintana,D,"$341,250 ","$300,000 "
2018,MNUFC,Alexi,Gomez,M,"$339,450 ","$300,000 "
2018,MNUFC,Miguel,Ibarra,M,"$332,322 ","$300,000 "
2018,PHI,Ilson,Dias,M,"$327,000 ","$300,000 "
2018,MNUFC,Ibson,da Silva,M,"$317,083 ","$300,000 "
2018,KC,Tim,Melia,GK,"$316,667 ","$300,000 "
2018,NYCFC,Rodney,Wallace,M,"$300,000 ","$300,000 "
2018,TFC,Justin,Morrow,D,"$300,000 ","$300,000 "
2018,NE,Luis Alberto,Caicedo,M,"$300,000 ","$300,000 "
2018,MTL,Zakaria,Diallo,D,"$343,250 ","$299,250 "
2018,CLB,Harrison,Afful,D,"$335,600 ","$288,100 "
2018,CLB,Milton,Valenzuela,D,"$313,300 ","$282,000 "
2018,DAL,Kellyn,Acosta,M,"$300,000 ","$280,000 "
2018,LAFC,Marco,Urena,F,"$294,413 ","$279,996 "
2018,SJ,Quincy,Amarikwa,F,"$289,167 ","$275,500 "
2018,HOU,DaMarcus,Beasley,D,"$275,004 ","$275,004 "
2018,NYCFC,Ronald,Matarrita,D,"$395,000 ","$275,000 "
2018,MNUFC,Luiz,Fernando,M,"$314,167 ","$275,000 "
2018,LAFC,Steven,Beitashour,D,"$298,375 ","$275,000 "
2018,RSL,Sunday,Obayan,M,"$288,000 ","$275,000 "
2018,SEA,Stefan,Frei,GK,"$281,250 ","$275,000 "
2018,DC,Nick,DeLeon,M,"$275,000 ","$275,000 "
2018,LA,David,Bingham,GK,"$275,000 ","$275,000 "
2018,RSL,Justen,Glad,D,"$291,700 ","$270,000 "
2018,MTL,Victor,Cabrera,D,"$270,000 ","$270,000 "
2018,COL,Sam,Nicholson,M,"$311,456 ","$265,008 "
2018,VAN,Bernie,Ibini,F,"$304,008 ","$265,008 "
2018,DC,Frederic,Brillant,D,"$300,000 ","$265,000 "
2018,HOU,Mauro,Manotas,F,"$264,328 ","$264,328 "
2018,HOU,Eric,Alexander,M,"$260,004 ","$260,004 "
2018,HOU,Juan,Cabezas,M,"$279,156 ","$255,156 "
2018,POR,Cristhian,Paredes,M,"$283,500 ","$252,000 "
2018,MNUFC,Collen,Warner,M,"$251,004 ","$251,004 "
2018,MNUFC,Michael,Boxall,D,"$267,341 ","$250,008 "
2018,NYCFC,Sean,Johnson,GK,"$250,008 ","$250,008 "
2018,ATL,Franco,Escobar,D,"$250,008 ","$250,008 "
2018,VAN,Anthony,Blondell,F,"$295,203 ","$250,000 "
2018,POR,Vytautas,Andriuskevicius,D,"$271,875 ","$250,000 "
2018,KC,Diego,Rubio Kostner,F,"$266,875 ","$250,000 "
2018,SJ,Harold,Cummings,D,"$300,663 ","$249,996 "
2018,DC,Patrick,Mullins,F,"$249,996 ","$249,996 "
2018,DC,Russell,Canouse,M,"$247,500 ","$247,500 "
2018,LA,Rolf,Feltscher,D,"$270,000 ","$240,000 "
2018,LA,Sebastian,Lletget,M,"$252,667 ","$240,000 "
2018,HOU,Romell,Quioto,F,"$252,500 ","$240,000 "
2018,DAL,Maynor,Figueroa,D,"$250,000 ","$240,000 "
2018,KC,Cristian,Lobato,M,"$240,000 ","$240,000 "
2018,VAN,Jose,Aja,D,"$240,000 ","$240,000 "
